row_id,N,p,q,r,s,h_pq,h_rq,h_ps,h_rs_square,h_rs_or_sqrt_factor,fourth_norm,defect,primitive,canonical_key,duplicate_of,x,y,yc,v3_x,v3_yc,mcc_live,A,B,C,D,delta,A_in_S,B_in_S,C_in_S,D_in_S,love_relation_ok,notes
190,58956,1157,51480,57799,7476,51493,77401,7565,False,119*sqrt(239857),119*sqrt(239857)/58956,239857,True,58956:1157:7476,26,1157/58956,4290/4913,3667/9826,-1,0,True,3960/89,84/13,57799/51480,8257/1068,4913/4290,True,True,True,False,True,THREE_DISTANCE_SEED
191,329476,230520,51867,98956,277609,236283,111725,360841,False,5617*sqrt(2753),5617*sqrt(2753)/329476,2753,True,329476:51867:98956,,57630/82369,51867/329476,-112871/329476,1,0,False,9/40,277609/230520,98956/51867,98956/277609,329476/51867,True,True,True,False,True,THREE_DISTANCE_SEED
192,77500,15477,53064,62023,24436,55275,81625,28925,False,25*sqrt(7110353),25*sqrt(7110353)/77500,7110353,True,77500:15477:24436,108,15477/77500,13266/19375,7157/38750,1,0,False,24/7,24436/15477,62023/53064,62023/24436,19375/13266,True,True,True,False,True,THREE_DISTANCE_SEED
193,190200,32147,53196,158053,137004,62155,166765,140725,False,35*sqrt(35714977),35*sqrt(35714977)/190200,35714977,True,190200:32147:53196,151,32147/190200,4433/15850,-1746/7925,-1,2,True,1716/1037,137004/32147,158053/53196,22579/19572,15850/4433,True,True,True,False,True,THREE_DISTANCE_SEED
194,766755,724780,54096,41975,712659,726796,68471,1016459,False,1*sqrt(509644750906),1*sqrt(509644750906)/766755,509644750906,True,766755:41975:54096,,144956/153351,18032/255585,-219521/511170,-2,-1,True,1932/25885,22989/23380,1825/2352,41975/712659,255585/18032,True,True,True,False,True,THREE_DISTANCE_SEED
195,110523,24684,54560,85839,55963,59884,101711,61165,False,1*sqrt(10500191290),1*sqrt(10500191290)/110523,10500191290,True,110523:24684:54560,134,8228/36841,54560/110523,-1403/221046,0,-1,True,1240/561,55963/24684,2769/1760,85839/55963,110523/54560,True,True,True,False,True,THREE_DISTANCE_SEED
196,193325,101844,55440,91481,137885,115956,106969,171419,False,1*sqrt(27381046586),1*sqrt(27381046586)/193325,27381046586,True,193325:55440:91481,,101844/193325,1008/3515,-1499/7030,3,0,False,1540/2829,5995/4428,91481/55440,91481/137885,3515/1008,True,True,True,False,True,THREE_DISTANCE_SEED
197,219096,129673,55536,89423,163560,141065,105265,208727,False,1*sqrt(34748346529),1*sqrt(34748346529)/219096,34748346529,True,219096:55536:89423,,129673/219096,2314/9129,-4501/18258,-2,-1,True,624/1457,3480/2759,89423/55536,89423/163560,9129/2314,True,True,True,False,True,THREE_DISTANCE_SEED
198,859200,826804,55803,32396,803397,828685,64525,1152845,False,35*sqrt(527752033),35*sqrt(527752033)/859200,527752033,True,859200:32396:55803,,206701/214800,18601/286400,-124599/286400,-1,1,True,267/3956,803397/826804,364/627,4628/114771,286400/18601,True,True,True,False,True,THREE_DISTANCE_SEED
199,124620,41195,56232,83425,68388,69707,100607,79837,False,1*sqrt(11636649169),1*sqrt(11636649169)/124620,11636649169,True,124620:41195:56232,170,8239/24924,4686/10385,-1013/20770,-1,0,True,5112/3745,68388/41195,1175/792,83425/68388,10385/4686,True,True,True,False,True,THREE_DISTANCE_SEED
200,580899,471580,57792,109319,523107,475108,123655,704293,False,1*sqrt(285591577210),1*sqrt(285591577210)/580899,285591577210,True,580899:57792:109319,,471580/580899,19264/193633,-155105/387266,-1,0,True,14448/117895,30771/27740,15617/8256,109319/523107,193633/19264,True,True,True,False,True,THREE_DISTANCE_SEED
201,257372,173145,59364,84227,198008,183039,103045,263033,False,37*sqrt(33821297),37*sqrt(33821297)/257372,33821297,True,257372:59364:84227,,173145/257372,14841/64343,-34661/128686,1,0,False,12/35,198008/173145,84227/59364,84227/198008,64343/14841,True,True,True,False,True,THREE_DISTANCE_SEED
202,167475,9840,60116,157635,107359,60916,168709,107809,False,1*sqrt(36374748106),1*sqrt(36374748106)/167475,36374748106,True,167475:9840:60116,90,656/11165,8588/23925,-6749/47850,0,-1,True,15029/2460,107359/9840,1395/532,157635/107359,23925/8588,True,True,True,False,True,THREE_DISTANCE_SEED
203,336700,28404,60753,308296,275947,67065,314225,277405,False,5*sqrt(6847726817),5*sqrt(6847726817)/336700,6847726817,True,336700:28404:60753,144,7101/84175,8679/48100,-15371/48100,3,0,False,77/36,275947/28404,308296/60753,308296/275947,48100/8679,True,True,True,False,True,THREE_DISTANCE_SEED
204,393132,151156,61215,241976,331917,163081,249599,364715,False,181*sqrt(5150065),181*sqrt(5150065)/393132,5150065,True,393132:61215:151156,,37789/98283,20405/131044,-45117/131044,-1,4,True,1155/2852,10707/4876,34568/8745,241976/331917,131044/20405,True,True,True,False,True,THREE_DISTANCE_SEED
205,153804,45552,61789,108252,92015,76765,124645,102673,False,1*sqrt(20185255729),1*sqrt(20185255729)/153804,20185255729,True,153804:45552:61789,177,3796/12817,8827/21972,-2159/21972,0,-1,True,4753/3504,92015/45552,1116/637,108252/92015,21972/8827,True,True,True,False,True,THREE_DISTANCE_SEED
206,629292,154020,61985,475272,567307,166025,479297,587843,False,229*sqrt(10444513),229*sqrt(10444513)/629292,10444513,True,629292:61985:154020,,12835/52441,61985/629292,-252661/629292,0,-1,True,12397/30804,221/60,2952/385,475272/567307,629292/61985,True,True,True,False,True,THREE_DISTANCE_SEED
207,725995,87516,62400,638479,663595,107484,641521,669341,False,1*sqrt(848013757466),1*sqrt(848013757466)/725995,848013757466,True,725995:62400:87516,,87516/725995,12480/145199,-120239/290398,2,0,False,400/561,39035/5148,638479/62400,638479/663595,145199/12480,True,True,True,False,True,THREE_DISTANCE_SEED
208,687000,336973,62964,350027,624036,342805,355645,709205,False,5*sqrt(20477593201),5*sqrt(20477593201)/687000,20477593201,True,687000:62964:336973,,336973/687000,5247/57250,-11689/28625,-1,0,True,62964/336973,3876/2093,350027/62964,350027/624036,57250/5247,True,True,True,False,True,THREE_DISTANCE_SEED
209,349401,176088,64960,173313,284441,187688,185087,334535,False,5*sqrt(4437763138),5*sqrt(4437763138)/349401,4437763138,True,349401:64960:173313,,58696/116467,64960/349401,-219481/698802,0,-1,True,280/759,12367/7656,24759/9280,173313/284441,349401/64960,True,True,True,False,True,THREE_DISTANCE_SEED
210,574461,258720,65212,315741,509249,266812,322405,571201,False,1*sqrt(359026923082),1*sqrt(359026923082)/574461,359026923082,True,574461:65212:258720,,86240/191487,65212/574461,-444037/1148922,-1,-2,True,2329/9240,509249/258720,18573/3836,315741/509249,574461/65212,True,True,True,False,True,THREE_DISTANCE_SEED
211,110109,21700,65520,88409,44589,69020,110041,49589,False,17*sqrt(33925018),17*sqrt(33925018)/110109,33925018,True,110109:21700:44589,124,21700/110109,21840/36703,6977/73406,-1,0,True,468/155,44589/21700,88409/65520,88409/44589,36703/21840,True,True,True,False,True,THREE_DISTANCE_SEED
212,280600,185484,65637,95116,214963,196755,115565,283925,False,35*sqrt(45107057),35*sqrt(45107057)/280600,45107057,True,280600:65637:95116,,46371/70150,65637/280600,-74663/280600,1,0,False,1683/4756,5243/4524,95116/65637,13588/30709,280600/65637,True,True,True,False,True,THREE_DISTANCE_SEED
213,306916,145908,66585,161008,240331,160383,174233,281155,False,6925*sqrt(1745),6925*sqrt(1745)/306916,1745,True,306916:66585:145908,,36477/76729,66585/306916,-86873/306916,3,0,False,115/252,34333/20844,161008/66585,161008/240331,306916/66585,True,True,True,False,True,THREE_DISTANCE_SEED
214,218595,159740,66912,58855,151683,173188,89113,220283,False,1*sqrt(26471643514),1*sqrt(26471643514)/218595,26471643514,True,218595:58855:66912,,31948/43719,22304/72865,-28257/145730,-1,1,True,16728/39935,21669/22820,58855/66912,58855/151683,72865/22304,True,True,True,False,True,THREE_DISTANCE_SEED
215,174824,51120,66975,123704,107849,84255,140671,119351,False,287*sqrt(326993),287*sqrt(326993)/174824,326993,True,174824:51120:66975,189,6390/21853,66975/174824,-20437/174824,2,0,False,4465/3408,1519/720,2632/1425,17672/15407,174824/66975,True,True,True,False,True,THREE_DISTANCE_SEED
216,987377,545376,67032,442001,920345,549480,447055,1069799,False,241*sqrt(17947346),241*sqrt(17947346)/987377,17947346,True,987377:67032:442001,,545376/987377,67032/987377,-853313/1974754,1,0,False,147/1196,40015/23712,63143/9576,442001/920345,987377/67032,True,True,True,False,True,THREE_DISTANCE_SEED
217,137924,70623,67260,67301,70664,97527,95149,99905,False,29*sqrt(11323217),29*sqrt(11323217)/137924,11323217,True,137924:67260:67301,,70623/137924,16815/34481,-851/68962,2,0,False,20/21,70664/70623,67301/67260,67301/70664,34481/16815,True,True,True,False,True,THREE_DISTANCE_SEED
218,75213,32508,67744,42705,7469,75140,80081,33355,False,1*sqrt(1879502986),1*sqrt(1879502986)/75213,1879502986,True,75213:7469:32508,153,3612/8357,67744/75213,60275/150426,1,-2,True,16936/8127,1067/4644,585/928,42705/7469,75213/67744,True,True,True,False,True,THREE_DISTANCE_SEED
219,420500,404547,67896,15953,352604,410205,69745,536645,False,1015*sqrt(120929),1015*sqrt(120929)/420500,120929,True,420500:15953:67896,,404547/420500,16974/105125,-71177/210250,1,0,False,24/143,352604/404547,15953/67896,2279/50372,105125/16974,True,True,True,False,True,THREE_DISTANCE_SEED
220,70448,2145,69696,68303,752,69729,97585,2273,False,1*sqrt(4665865313),1*sqrt(4665865313)/70448,4665865313,True,70448:752:2145,36,2145/70448,4356/4403,4309/8806,1,0,False,2112/65,752/2145,68303/69696,68303/752,4403/4356,True,True,True,False,True,THREE_DISTANCE_SEED
221,239575,47424,69768,192151,169807,84360,204425,176305,False,185*sqrt(1921298),185*sqrt(1921298)/239575,1921298,True,239575:47424:69768,180,47424/239575,69768/239575,-100039/479150,1,0,False,153/104,169807/47424,11303/4104,192151/169807,239575/69768,True,True,True,False,True,THREE_DISTANCE_SEED
222,137924,67260,70623,70664,67301,97527,99905,95149,False,29*sqrt(11323217),29*sqrt(11323217)/137924,11323217,True,137924:67260:67301,217,16815/34481,70623/137924,1661/137924,1,0,False,21/20,67301/67260,70664/70623,70664/67301,137924/70623,True,True,True,False,True,THREE_DISTANCE_SEED
223,180708,35511,71060,145197,109648,79439,161653,115255,False,37*sqrt(24181777),37*sqrt(24181777)/180708,24181777,True,180708:35511:71060,159,11837/60236,1615/4107,-877/8214,0,-1,True,3740/1869,176/57,8541/4180,145197/109648,4107/1615,True,True,True,False,True,THREE_DISTANCE_SEED
224,175421,174420,71568,1001,103853,188532,71575,202997,False,1*sqrt(10786447610),1*sqrt(10786447610)/175421,10786447610,True,175421:1001:71568,,174420/175421,71568/175421,-32285/350842,3,0,False,1988/4845,6109/10260,143/10224,1001/103853,175421/71568,True,True,True,False,True,THREE_DISTANCE_SEED
225,912600,220647,73304,691953,839296,232505,695825,867815,False,65*sqrt(280051297),65*sqrt(280051297)/912600,280051297,True,912600:73304:220647,,73549/304200,9163/114075,-95749/228150,-2,-3,True,1496/4503,10624/2793,691953/73304,691953/839296,114075/9163,True,True,True,False,True,THREE_DISTANCE_SEED
226,85709,33660,74400,52049,11309,81660,90799,35509,False,1*sqrt(2836991882),1*sqrt(2836991882)/85709,2836991882,True,85709:11309:33660,156,33660/85709,74400/85709,63091/171418,2,0,False,1240/561,11309/33660,1679/2400,52049/11309,85709/74400,True,True,True,False,True,THREE_DISTANCE_SEED
227,162995,110544,77220,52451,85775,134844,93349,139919,False,1*sqrt(10108458026),1*sqrt(10108458026)/162995,10108458026,True,162995:52451:77220,,15792/23285,15444/32599,-1711/65198,1,0,False,6435/9212,1825/2352,52451/77220,52451/85775,32599/15444,True,True,True,False,True,THREE_DISTANCE_SEED
228,421377,138040,77280,283337,344097,158200,293687,370753,False,113*sqrt(15559762),113*sqrt(15559762)/421377,15559762,True,421377:77280:138040,,138040/421377,25760/140459,-88939/280918,-1,0,True,276/493,20241/8120,12319/3360,283337/344097,140459/25760,True,True,True,False,True,THREE_DISTANCE_SEED
229,329593,176400,77376,153193,252217,192624,171625,307783,False,1*sqrt(87081510338),1*sqrt(87081510338)/329593,87081510338,True,329593:77376:153193,,176400/329593,77376/329593,-174841/659186,2,0,False,1612/3675,36031/25200,153193/77376,153193/252217,329593/77376,True,True,True,False,True,THREE_DISTANCE_SEED
230,356268,287640,77605,68628,278663,297925,103597,400487,False,7*sqrt(1680874897),7*sqrt(1680874897)/356268,1680874897,True,356268:68628:77605,,23970/29689,7055/32388,-9139/32388,1,-1,True,913/3384,5929/6120,68628/77605,9804/39809,32388/7055,True,True,True,False,True,THREE_DISTANCE_SEED
231,855140,200007,78900,655133,776240,215007,659867,801593,False,13*sqrt(6105016481),13*sqrt(6105016481)/855140,6105016481,True,855140:78900:200007,,200007/855140,3945/42757,-34867/85514,2,0,False,26300/66669,2480/639,2491/300,655133/776240,42757/3945,True,True,True,False,True,THREE_DISTANCE_SEED
232,598653,214620,79744,384033,518909,228956,392225,561541,False,1*sqrt(416747895370),1*sqrt(416747895370)/598653,416747895370,True,598653:79744:214620,,71540/199551,79744/598653,-439165/1197306,-1,-2,True,2848/7665,518909/214620,384033/79744,384033/518909,598653/79744,True,True,True,False,True,THREE_DISTANCE_SEED
233,136335,90312,80960,46023,55375,121288,93127,105937,False,1*sqrt(5184507154),1*sqrt(5184507154)/136335,5184507154,True,136335:46023:55375,,30104/45445,16192/27267,5117/54534,0,-1,True,10120/11289,55375/90312,2001/3520,46023/55375,27267/16192,True,True,True,False,True,THREE_DISTANCE_SEED
234,115752,115345,82824,407,32928,142001,82825,119953,False,1*sqrt(1084418833),1*sqrt(1084418833)/115752,1084418833,True,115752:407:32928,,115345/115752,493/689,297/1378,-1,3,True,4872/6785,32928/115345,407/82824,407/32928,689/493,True,True,True,False,True,THREE_DISTANCE_SEED
235,90168,2920,85239,87248,4929,85289,121975,5729,False,17*sqrt(26423905),17*sqrt(26423905)/90168,26423905,True,90168:2920:4929,39,365/11271,28413/30056,13385/30056,-1,0,True,85239/2920,4929/2920,304/297,87248/4929,30056/28413,True,True,True,False,True,THREE_DISTANCE_SEED
236,458549,364560,86580,93989,371969,374700,127789,520831,False,1*sqrt(147194869082),1*sqrt(147194869082)/458549,147194869082,True,458549:86580:93989,,52080/65507,6660/35273,-21953/70546,1,0,False,1443/6076,11999/11760,93989/86580,93989/371969,35273/6660,True,True,True,False,True,THREE_DISTANCE_SEED
237,519585,321776,87360,197809,432225,333424,216241,538849,False,1*sqrt(225946851106),1*sqrt(225946851106)/519585,225946851106,True,519585:87360:197809,,321776/519585,5824/34639,-22991/69278,-1,0,True,60/221,25425/18928,197809/87360,197809/432225,34639/5824,True,True,True,False,True,THREE_DISTANCE_SEED
238,725995,62400,87516,663595,638479,107484,669341,641521,False,1*sqrt(848013757466),1*sqrt(848013757466)/725995,848013757466,True,725995:62400:87516,207,12480/145199,87516/725995,-550963/1451990,1,0,False,561/400,638479/62400,39035/5148,663595/638479,725995/87516,True,True,True,False,True,THREE_DISTANCE_SEED
239,103309,20592,88044,82717,15265,90420,120805,25633,False,1*sqrt(7075122314),1*sqrt(7075122314)/103309,7075122314,True,103309:15265:20592,121,20592/103309,88044/103309,72779/206618,2,0,False,667/156,15265/20592,82717/88044,82717/15265,103309/88044,True,True,True,False,True,THREE_DISTANCE_SEED
240,210540,152720,88893,57820,121647,176707,106043,195247,False,1*sqrt(18141145009),1*sqrt(18141145009)/210540,18141145009,True,210540:57820:88893,,7636/10527,29631/70180,-5459/70180,-1,0,True,1071/1840,5289/6640,8260/12699,57820/121647,70180/29631,True,True,True,False,True,THREE_DISTANCE_SEED
241,103896,96145,88968,7751,14928,130993,89305,97297,False,1*sqrt(282923185),1*sqrt(282923185)/103896,282923185,True,103896:7751:14928,,96145/103896,3707/4329,3085/8658,-3,-2,True,88968/96145,14928/96145,23/264,7751/14928,4329/3707,True,True,True,False,True,THREE_DISTANCE_SEED
242,136335,80960,90312,55375,46023,121288,105937,93127,False,1*sqrt(5184507154),1*sqrt(5184507154)/136335,5184507154,True,136335:46023:55375,233,16192/27267,30104/45445,14763/90890,-1,1,True,11289/10120,2001/3520,55375/90312,55375/46023,45445/30104,True,True,True,False,True,THREE_DISTANCE_SEED
243,253080,203320,90321,49760,162759,222479,103121,260441,False,1*sqrt(28966549681),1*sqrt(28966549681)/253080,28966549681,True,253080:49760:90321,,5083/6327,30107/84360,-12073/84360,-2,-1,True,231/520,162759/203320,49760/90321,49760/162759,84360/30107,True,True,True,False,True,THREE_DISTANCE_SEED
244,149464,143913,91080,5551,58384,170313,91249,155305,False,1*sqrt(3439505057),1*sqrt(3439505057)/149464,3439505057,True,149464:5551:58384,,20559/21352,11385/18683,4087/37366,1,0,False,2760/4361,656/1617,5551/91080,5551/58384,18683/11385,True,True,True,False,True,THREE_DISTANCE_SEED
245,259616,120120,95175,139496,164441,153255,168871,203641,False,1*sqrt(46499976497),1*sqrt(46499976497)/259616,46499976497,True,259616:95175:120120,,2145/4636,95175/259616,-34633/259616,1,0,False,6345/8008,164441/120120,2968/2025,139496/164441,259616/95175,True,True,True,False,True,THREE_DISTANCE_SEED
246,240255,37632,95200,202623,145055,102368,223873,149857,False,13*sqrt(367438066),13*sqrt(367438066)/240255,367438066,True,240255:37632:95200,165,12544/80085,19040/48051,-9971/96102,-1,-2,True,425/168,145055/37632,11919/5600,202623/145055,48051/19040,True,True,True,False,True,THREE_DISTANCE_SEED
247,139672,36225,95880,103447,43792,102495,141047,56833,False,1*sqrt(12619021073),1*sqrt(12619021073)/139672,12619021073,True,139672:36225:43792,161,36225/139672,705/1027,383/2054,2,0,False,6392/2415,272/225,2201/2040,103447/43792,1027/705,True,True,True,False,True,THREE_DISTANCE_SEED
248,103896,88968,96145,14928,7751,130993,97297,89305,False,1*sqrt(282923185),1*sqrt(282923185)/103896,282923185,True,103896:7751:14928,241,3707/4329,96145/103896,44197/103896,-2,-3,True,96145/88968,23/264,14928/96145,14928/7751,103896/96145,True,True,True,False,True,THREE_DISTANCE_SEED
249,401523,254560,97284,146963,304239,272516,176245,396689,False,1*sqrt(114159492490),1*sqrt(114159492490)/401523,114159492490,True,401523:97284:146963,,254560/401523,32428/133841,-68985/267682,-1,3,True,24321/63640,304239/254560,146963/97284,146963/304239,133841/32428,True,True,True,False,True,THREE_DISTANCE_SEED
250,673569,30360,97888,643209,575681,102488,650615,576481,False,1*sqrt(745126431442),1*sqrt(745126431442)/673569,745126431442,True,673569:30360:97888,147,10120/224523,5152/35451,-25147/70902,-2,-3,True,532/165,575681/30360,91887/13984,643209/575681,35451/5152,True,True,True,False,True,THREE_DISTANCE_SEED
251,353400,25912,98175,327488,255225,101537,341887,256537,False,1*sqrt(172388190769),1*sqrt(172388190769)/353400,172388190769,True,353400:25912:98175,140,3239/44175,1309/4712,-1047/4712,-1,1,True,98175/25912,6225/632,2752/825,327488/255225,4712/1309,True,True,True,False,True,THREE_DISTANCE_SEED
252,211665,26880,98552,184785,113113,102152,209423,116263,False,1*sqrt(46940046994),1*sqrt(46940046994)/211665,46940046994,True,211665:26880:98552,143,1792/14111,98552/211665,-14561/423330,0,-1,True,12319/3360,16159/3840,15/8,184785/113113,211665/98552,True,True,True,False,True,THREE_DISTANCE_SEED
253,129000,21252,99061,107748,29939,101315,146365,36715,False,5*sqrt(500239009),5*sqrt(500239009)/129000,500239009,True,129000:21252:29939,122,1771/10750,99061/129000,34561/129000,0,-1,True,4307/924,4277/3036,1476/1357,107748/29939,129000/99061,True,True,True,False,True,THREE_DISTANCE_SEED
254,574000,24804,99603,549196,474397,102645,558155,475045,False,5*sqrt(21066750401),5*sqrt(21066750401)/574000,21066750401,True,574000:24804:99603,135,6201/143500,14229/82000,-26771/82000,2,0,False,11067/2756,474397/24804,17716/3213,549196/474397,82000/14229,True,True,True,False,True,THREE_DISTANCE_SEED
255,657000,256197,100804,400803,556196,275315,413285,612365,False,5*sqrt(18799881409),5*sqrt(18799881409)/657000,18799881409,True,657000:100804:256197,,85399/219000,25201/164250,-28462/82125,-1,-2,True,1276/3243,556196/256197,400803/100804,400803/556196,164250/25201,True,True,True,False,True,THREE_DISTANCE_SEED
256,715128,542080,100815,173048,614313,551375,200273,819287,False,1*sqrt(407326072273),1*sqrt(407326072273)/715128,407326072273,True,715128:100815:173048,,67760/89391,33605/238376,-85583/238376,-1,0,True,1833/9856,87759/77440,173048/100815,173048/614313,238376/33605,True,True,True,False,True,THREE_DISTANCE_SEED
257,106200,47596,100947,58604,5253,111605,116725,47885,False,5*sqrt(138480913),5*sqrt(138480913)/106200,138480913,True,106200:5253:47596,181,11899/26550,33649/35400,15949/35400,-2,-1,True,100947/47596,5253/47596,364/627,58604/5253,35400/33649,True,True,True,False,True,THREE_DISTANCE_SEED
258,383045,295260,101232,87785,281813,312132,133993,408163,False,1*sqrt(87124773194),1*sqrt(87124773194)/383045,87124773194,True,383045:87785:101232,,59052/76609,101232/383045,-180581/766090,1,0,False,12/35,40259/42180,87785/101232,87785/281813,383045/101232,True,True,True,False,True,THREE_DISTANCE_SEED
259,193325,55440,101844,137885,91481,115956,171419,106969,False,1*sqrt(27381046586),1*sqrt(27381046586)/193325,27381046586,True,193325:55440:91481,196,1008/3515,101844/193325,10363/386650,2,0,False,2829/1540,91481/55440,5995/4428,137885/91481,193325/101844,True,True,True,False,True,THREE_DISTANCE_SEED
260,171125,152388,103584,18737,67541,184260,105265,166685,False,185*sqrt(143546),185*sqrt(143546)/171125,143546,True,171125:18737:67541,,152388/171125,103584/171125,36043/342250,3,0,False,104/153,3973/8964,18737/103584,18737/67541,171125/103584,True,True,True,False,True,THREE_DISTANCE_SEED
261,297648,264775,104664,32873,192984,284711,109705,327641,False,1*sqrt(38323458385),1*sqrt(38323458385)/297648,38323458385,True,297648:32873:104664,,264775/297648,4361/12402,-920/6201,-3,-2,True,168/425,11352/15575,32873/104664,32873/192984,12402/4361,True,True,True,False,True,THREE_DISTANCE_SEED
262,139359,24960,106720,114399,32639,109600,156449,41089,False,1*sqrt(14152435522),1*sqrt(14152435522)/139359,14152435522,True,139359:24960:32639,138,8320/46453,106720/139359,74081/278718,0,-1,True,667/156,32639/24960,114399/106720,114399/32639,139359/106720,True,True,True,False,True,THREE_DISTANCE_SEED
263,240555,194480,108108,46075,132447,222508,117517,235297,False,1*sqrt(19665113434),1*sqrt(19665113434)/240555,19665113434,True,240555:46075:108108,,38896/48111,5148/11455,-1159/22910,-1,0,True,189/340,7791/11440,46075/108108,46075/132447,11455/5148,True,True,True,False,True,THREE_DISTANCE_SEED
264,162995,77220,110544,85775,52451,134844,139919,93349,False,1*sqrt(10108458026),1*sqrt(10108458026)/162995,10108458026,True,162995:52451:77220,227,15444/32599,15792/23285,8299/46570,3,0,False,9212/6435,52451/77220,1825/2352,85775/52451,23285/15792,True,True,True,False,True,THREE_DISTANCE_SEED
265,153000,113243,111276,39757,41724,158765,118165,120685,False,5*sqrt(132860449),5*sqrt(132860449)/153000,132860449,True,153000:39757:41724,,113243/153000,3091/4250,483/2125,-2,1,True,396/403,41724/113243,39757/111276,39757/41724,4250/3091,True,True,True,False,True,THREE_DISTANCE_SEED
266,144989,3660,111600,141329,33389,111660,180079,33589,False,1*sqrt(21088711562),1*sqrt(21088711562)/144989,21088711562,True,144989:3660:33389,47,3660/144989,111600/144989,78211/289978,1,0,False,1860/61,33389/3660,4559/3600,141329/33389,144989/111600,True,True,True,False,True,THREE_DISTANCE_SEED
267,153000,111276,113243,41724,39757,158765,120685,118165,False,5*sqrt(132860449),5*sqrt(132860449)/153000,132860449,True,153000:39757:41724,265,3091/4250,113243/153000,36743/153000,0,-2,True,403/396,39757/111276,41724/113243,41724/39757,153000/113243,True,True,True,False,True,THREE_DISTANCE_SEED
268,118636,49275,114840,69361,3796,124965,134161,49421,False,1*sqrt(4825357937),1*sqrt(4825357937)/118636,4825357937,True,118636:3796:49275,184,49275/118636,28710/29659,27761/59318,3,0,False,2552/1095,52/675,69361/114840,69361/3796,29659/28710,True,True,True,False,True,THREE_DISTANCE_SEED
269,115752,82824,115345,32928,407,142001,119953,82825,False,1*sqrt(1084418833),1*sqrt(1084418833)/115752,1084418833,True,115752:407:32928,234,493/689,115345/115752,57469/115752,0,-1,True,6785/4872,407/82824,32928/115345,32928/407,115752/115345,True,True,True,False,True,THREE_DISTANCE_SEED
270,207831,24928,117096,182903,90735,119720,217175,94097,False,73*sqrt(7822546),73*sqrt(7822546)/207831,7822546,True,207831:24928:90735,136,24928/207831,39032/69277,8787/138554,-1,1,True,357/76,90735/24928,1537/984,182903/90735,69277/39032,True,True,True,False,True,THREE_DISTANCE_SEED
271,506555,43680,118404,462875,388151,126204,477779,390601,False,1*sqrt(364914464426),1*sqrt(364914464426)/506555,364914464426,True,506555:43680:118404,174,1248/14473,118404/506555,-269747/1013110,1,0,False,759/280,388151/43680,20125/5148,462875/388151,506555/118404,True,True,True,False,True,THREE_DISTANCE_SEED
272,163285,134316,118800,28969,44485,179316,122281,141491,False,17*sqrt(9751274),17*sqrt(9751274)/163285,9751274,True,163285:28969:44485,,134316/163285,23760/32657,14863/65314,2,0,False,3300/3731,155/468,28969/118800,28969/44485,32657/23760,True,True,True,False,True,THREE_DISTANCE_SEED
273,259616,95175,120120,164441,139496,153255,203641,168871,False,1*sqrt(46499976497),1*sqrt(46499976497)/259616,46499976497,True,259616:95175:120120,245,95175/259616,2145/4636,-173/4636,4,0,False,8008/6345,2968/2025,164441/120120,164441/139496,4636/2145,True,True,True,False,True,THREE_DISTANCE_SEED
274,193251,49588,123216,143663,70035,132820,189265,85813,False,1*sqrt(25543958794),1*sqrt(25543958794)/193251,25543958794,True,193251:49588:70035,186,49588/193251,41072/64417,17727/128834,-1,1,True,30804/12397,435/308,143663/123216,143663/70035,64417/41072,True,True,True,False,True,THREE_DISTANCE_SEED
275,483923,232560,125580,251363,358343,264300,280987,427193,False,1*sqrt(191593063418),1*sqrt(191593063418)/483923,191593063418,True,483923:125580:232560,,232560/483923,125580/483923,-232763/967846,2,0,False,2093/3876,21079/13680,35909/17940,251363/358343,483923/125580,True,True,True,False,True,THREE_DISTANCE_SEED
276,257992,44055,126984,213937,131008,134409,248785,138217,False,1*sqrt(62932136033),1*sqrt(62932136033)/257992,62932136033,True,257992:44055:126984,175,44055/257992,15873/32249,-503/64498,2,0,False,3848/1335,1472/495,213937/126984,213937/131008,32249/15873,True,True,True,False,True,THREE_DISTANCE_SEED
277,219096,55536,129673,163560,89423,141065,208727,105265,False,1*sqrt(34748346529),1*sqrt(34748346529)/219096,34748346529,True,219096:55536:89423,197,2314/9129,129673/219096,20125/219096,-1,-2,True,1457/624,89423/55536,3480/2759,163560/89423,219096/129673,True,True,True,False,True,THREE_DISTANCE_SEED
278,242209,162792,130944,79417,111265,208920,153145,197183,False,1*sqrt(18686960114),1*sqrt(18686960114)/242209,18686960114,True,242209:79417:111265,,162792/242209,11904/22019,1789/44038,2,0,False,5456/6783,935/1368,79417/130944,79417/111265,22019/11904,True,True,True,False,True,THREE_DISTANCE_SEED
279,410700,42693,131824,368007,278876,138565,390905,282125,False,185*sqrt(6229393),185*sqrt(6229393)/410700,6229393,True,410700:42693:131824,173,14231/136900,32956/102675,-36763/205350,0,-1,True,176/57,278876/42693,368007/131824,368007/278876,102675/32956,True,True,True,False,True,THREE_DISTANCE_SEED
280,181548,151515,133480,30033,48068,201925,136817,158957,False,41*sqrt(1911073),41*sqrt(1911073)/181548,1911073,True,181548:30033:48068,,16835/20172,33370/45387,21353/90774,-1,-3,True,26696/30303,48068/151515,9/40,30033/48068,45387/33370,True,True,True,False,True,THREE_DISTANCE_SEED
